track,note,velocity,time
1,81,48,51840
1,81,0,80
1,79,35,0
1,79,0,80
1,81,38,0
1,81,0,80
1,79,35,0
1,79,0,80
1,81,38,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,37,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,35,0
1,79,0,80
1,81,38,0
1,81,0,80
1,79,33,0
1,79,0,80
1,81,38,0
1,81,0,80
1,79,34,0
1,79,0,80
1,81,38,0
1,81,0,80
1,79,34,0
1,79,0,80
1,81,36,0
1,81,0,80
1,79,33,0
1,79,0,80
1,81,37,0
1,81,0,80
1,79,33,0
1,79,0,80
1,81,37,0
1,81,0,80
1,79,33,0
1,79,0,80
1,81,38,0
1,81,0,80
1,79,32,0
1,79,0,80
1,81,37,0
1,81,0,80
1,79,32,0
1,79,0,80
1,81,38,0
1,81,0,80
1,79,32,0
1,79,0,80
1,81,37,0
1,81,0,80
1,79,32,0
1,79,0,80
1,81,36,0
1,81,0,80
1,79,32,0
1,79,0,80
1,81,36,0
1,81,0,80
1,79,34,0
1,79,0,80
1,81,37,0
1,81,0,80
1,79,33,0
1,79,0,80
1,81,36,0
1,81,0,80
1,79,32,0
1,79,0,80
1,81,36,0
1,81,0,80
1,79,32,0
1,79,0,80
1,81,37,0
1,81,0,80
1,79,33,0
1,79,0,80
1,81,38,0
1,81,0,80
1,79,33,0
1,79,0,80
1,81,39,0
1,81,0,80
1,79,35,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,37,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,39,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,38,0
1,81,0,80
1,79,32,0
1,79,0,80
1,81,37,0
1,81,0,80
1,79,33,0
1,79,0,80
1,81,39,0
1,81,0,80
1,79,32,0
1,79,0,80
1,81,36,0
1,81,0,80
1,79,31,0
1,79,0,80
1,81,36,0
1,81,0,80
1,79,30,0
1,79,0,80
1,81,36,0
1,81,0,80
1,79,31,0
1,79,0,80
1,81,36,0
1,81,0,80
1,79,34,0
1,79,0,80
1,78,36,0
1,78,0,80
1,79,31,0
1,79,0,80
1,81,48,101760
1,81,0,80
1,79,35,0
1,79,0,80
1,81,38,0
1,81,0,80
1,79,35,0
1,79,0,80
1,81,38,0
1,81,0,80
1,79,36,0
1,79,0,80
1,81,40,0
1,81,0,80
1,79,36,0
